1	0.203806
2	0.194403
3	0.177216
4	0.136385
5	0.128351
6	0.074645
7	0.151935
8	0.153871
9	0.162126
10	0.174303
11	0.161287
12	0.125447
13	0.138905
14	0.149905
15	0.138341
16	0.166580
17	0.179621
18	0.207460
19	0.218104
20	0.278527
21	0.305411
22	0.314148
23	0.283173
24	0.396747
25	0.334519
26	0.268252
27	0.285979
28	0.266904
29	0.278995
30	0.201810
31	0.199801
32	0.136574
33	0.206005
34	0.248754
35	0.260582
36	0.336171
37	0.334758
38	0.326746
39	0.357219
40	0.354976
41	0.290309
42	0.372619
43	0.397846
44	0.369891
45	0.402393
46	0.397774
47	0.391481
48	0.428789
49	0.403427
50	0.394903
51	0.421337
52	0.429184
53	0.425703
54	0.449855
55	0.453150
56	0.445217
57	0.430744
58	0.433853
59	0.388721
60	0.369836
61	0.381032
62	0.373934
63	0.361309
65	0.384938
67	0.347507
68	0.344008
69	0.335911
70	0.315426
71	0.315095
72	0.284561
73	0.287234
74	0.299446
75	0.381414
76	0.386387
77	0.380213
78	0.348280
79	0.289683
80	0.317895
81	0.312481
82	0.275459
83	0.298023
84	0.303575
85	0.358637
86	0.331343
87	0.349333
88	0.369919
89	0.360947
90	0.282804
91	0.300197
92	0.268506
93	0.237197
94	0.217606
95	0.166853
96	0.167132
97	0.109658
98	0.162050
99	0.115119
100	0.146142
101	0.115774
102	0.132651
103	0.139286
104	0.204198
105	0.258887
106	0.230398
107	0.208408
108	0.248759
110	0.274786
111	0.329242
112	0.297693
113	0.283441
114	0.290474
115	0.309847
116	0.298069
117	0.302426
118	0.375158
119	0.358133
120	0.376013
121	0.380379
122	0.369402
123	0.363930
124	0.304382
125	0.330984
126	0.319159
127	0.294854
128	0.293197
129	0.283938
130	0.310589
131	0.275209
132	0.305124
133	0.272525
134	0.287705
135	0.311193
136	0.331877
137	0.379261
138	0.371807
139	0.358525
140	0.327698
141	0.363746
142	0.339312
143	0.291179
144	0.290774
145	0.215887
146	0.215235
147	0.191751
148	0.214758
149	0.219104
150	0.241220
151	0.243524
152	0.253630
153	0.247111
154	0.244485
155	0.252815
156	0.341176
157	0.368211
158	0.352120
159	0.387285
160	0.397378
161	0.408222
162	0.400409
163	0.416809
164	0.410583
165	0.489061
166	0.482108
167	0.472275
168	0.489778
169	0.433162
170	0.414935
171	0.443151
172	0.454630
173	0.513255
174	0.484867
175	0.424851
176	0.440259
177	0.448207
178	0.468427
179	0.470051
180	0.427421
181	0.445398
182	0.386938
183	0.389819
184	0.347796
185	0.301788
186	0.338640
187	0.323778
188	0.305495
189	0.297118
190	0.338472
191	0.357139
192	0.312484
193	0.301225
194	0.286767
195	0.298661
196	0.300080
197	0.289864
198	0.316009
199	0.335646
200	0.288874
201	0.251013
202	0.203968
203	0.199143
204	0.209575
205	0.214265
206	0.210912
207	0.288559
208	0.289589
209	0.269952
210	0.291484
211	0.265597
212	0.277248
213	0.315782
214	0.383276
215	0.404022
216	0.397031
217	0.407491
219	0.339382
220	0.350166
221	0.364715
222	0.389970
223	0.349272
224	0.358019
225	0.367419
226	0.335382
227	0.394959
228	0.385521
229	0.388557
230	0.413103
231	0.433682
232	0.444006
233	0.375895
234	0.407016
235	0.405099
237	0.573897
238	0.593933
239	0.605054
240	0.569489
241	0.589680
242	0.574635
243	0.655429
244	0.667865
245	0.628657
246	0.652715
247	0.733680
248	0.744429
249	0.761762
250	0.753881
251	0.727621
252	0.744077
253	0.731207
254	0.727739
255	0.764831
256	0.755013
257	0.765547
258	0.580269
259	0.535999
260	0.539739
261	0.580349
262	0.593246
263	0.614466
264	0.605581
265	0.609299
266	0.630592
267	0.637695
268	0.591265
269	0.613162
270	0.600059
271	0.531602
272	0.544452
273	0.559186
274	0.630880
275	0.572740
276	0.553086
277	0.558278
278	0.557397
279	0.556613
280	0.593920
281	0.640123
282	0.619876
283	0.605620
284	0.630368
285	0.616694
286	0.588446
287	0.577286
288	0.534848
289	0.601228
291	0.583386
292	0.647411
293	0.663434
294	0.664743
295	0.669250
296	0.659538
297	0.653994
298	0.665353
299	0.616982
300	0.622613
301	0.563884
302	0.571532
303	0.562792
304	0.569259
305	0.579756
306	0.612225
307	0.588581
308	0.574860
309	0.531480
310	0.537355
312	0.500304
313	0.509653
314	0.514926
315	0.534356
316	0.546029
317	0.482045
318	0.474698
319	0.451348
320	0.462572
321	0.473409
322	0.480896
323	0.487884
324	0.501352
325	0.478854
326	0.482838
327	0.500434
328	0.521066
329	0.519142
330	0.578201
331	0.591720
332	0.606263
333	0.626530
334	0.654240
335	0.645456
336	0.650531
337	0.648670
338	0.619467
339	0.649437
340	0.665610
341	0.666202
342	0.665435
343	0.698610
344	0.708510
345	0.692578
346	0.661088
347	0.664347
348	0.681154
349	0.680709
350	0.680762
351	0.683986
352	0.700786
353	0.702179
354	0.725695
355	0.722039
356	0.740874
357	0.730924
359	0.735579
360	0.741920
362	0.757241
363	0.769873
364	0.763497
365	0.772782
366	0.782154
367	0.789272
368	0.808424
369	0.800893
370	0.804440
371	0.793873
372	0.811045
373	0.799712
374	0.801474
375	0.780560
376	0.771988
377	0.739283
378	0.742705
379	0.740537
380	0.738889
381	0.748269
382	0.745172
383	0.753293
384	0.737415
385	0.744712
386	0.739282
387	0.741496
388	0.743708
389	0.749101
390	0.743229
391	0.729415
392	0.733020
393	0.717232
394	0.736899
395	0.720223
396	0.723228
397	0.745137
398	0.734059
399	0.705666
400	0.689650
401	0.694045
402	0.690715
403	0.694411
404	0.709322
405	0.691456
406	0.700654
408	0.712861
409	0.710823
410	0.715298
411	0.723988
412	0.751268
413	0.757754
414	0.754576
415	0.754429
416	0.732723
417	0.734107
418	0.733605
419	0.740309
420	0.734112
421	0.719292
422	0.694448
423	0.681763
424	0.678187
425	0.663153
426	0.662277
427	0.660516
428	0.676284
429	0.655074
430	0.680354
431	0.664583
432	0.626413
433	0.623291
434	0.612670
435	0.634256
436	0.596256
437	0.603372
439	0.623466
440	0.615590
441	0.621406
442	0.611027
443	0.611030
444	0.621714
445	0.631395
446	0.634682
447	0.633043
448	0.651401
449	0.629674
450	0.641734
451	0.647556
452	0.639520
453	0.633244
454	0.621777
455	0.622299
456	0.636515
457	0.626346
458	0.634774
459	0.651823
460	0.678458
461	0.685114
462	0.716401
463	0.718609
464	0.708619
465	0.715532
466	0.723257
467	0.716054
468	0.717329
469	0.679954
470	0.650725
471	0.633131
472	0.602712
473	0.570186
474	0.558930
475	0.555776
476	0.558086
477	0.552468
478	0.563484
479	0.579089
480	0.578769
481	0.588430
482	0.560438
483	0.515864
484	0.533402
485	0.549508
486	0.547468
487	0.572470
488	0.600701
489	0.613937
490	0.630425
491	0.635413
492	0.637016
493	0.691573
494	0.701860
495	0.681542
496	0.674997
497	0.651011
498	0.649127
499	0.615341
500	0.621502
501	0.623071
502	0.634282
503	0.619513
504	0.601208
505	0.597620
506	0.610061
507	0.638893
509	0.664216
510	0.674344
511	0.671787
512	0.670211
513	0.686289
515	0.686885
516	0.649501
517	0.675396
518	0.672092
519	0.677622
521	0.706566
522	0.699097
523	0.722967
524	0.713964
526	0.728318
527	0.730088
528	0.717727
529	0.729239
530	0.718985
531	0.716220
532	0.730096
533	0.738850
534	0.739306
535	0.723534
536	0.743425
537	0.753717
538	0.752742
539	0.756746
540	0.756201
541	0.761908
542	0.773042
543	0.772660
544	0.755936
545	0.762324
546	0.752577
547	0.754903
548	0.753175
549	0.740756
550	0.743116
551	0.734888
552	0.735379
553	0.740245
554	0.736976
555	0.742495
556	0.748032
557	0.752194
558	0.755539
559	0.747102
560	0.753399
561	0.756584
562	0.751432
563	0.747325
564	0.755643
565	0.752493
566	0.767916
567	0.765989
568	0.766700
569	0.778736
570	0.778589
571	0.792455
572	0.791587
573	0.776249
574	0.772867
575	0.773370
576	0.775320
577	0.782932
578	0.792841
579	0.767570
580	0.771664
581	0.780779
582	0.799708
583	0.805401
584	0.806277
585	0.816234
586	0.797151
587	0.804388
588	0.801493
589	0.812687
590	0.793810
592	0.795628
593	0.797870
594	0.790547
595	0.789773
596	0.791405
597	0.787700
598	0.779308
599	0.786606
600	0.795349
601	0.797910
602	0.807960
603	0.800240
604	0.809661
606	0.831234
607	0.797596
608	0.786411
610	0.816412
611	0.789379
612	0.789333
613	0.792077
614	0.792089
615	0.783034
616	0.799130
617	0.801831
618	0.822790
619	0.827687
620	0.820821
621	0.809470
622	0.809890
623	0.788048
624	0.789372
625	0.804125
626	0.797866
627	0.802386
628	0.803171
629	0.802572
630	0.792019
631	0.796823
632	0.790840
633	0.773735
634	0.758719
635	0.744447
636	0.728970
637	0.738450
638	0.715941
639	0.727211
640	0.691608
641	0.695393
642	0.695782
643	0.698158
644	0.680076
645	0.684139
646	0.677086
647	0.660810
648	0.672895
649	0.649109
650	0.657187
651	0.661943
652	0.659536
653	0.661657
654	0.667222
655	0.651265
656	0.639498
657	0.681752
658	0.632475
659	0.606098
660	0.595507
662	0.587821
663	0.589095
664	0.603859
665	0.601386
666	0.607321
667	0.593263
668	0.593834
669	0.594050
670	0.603698
671	0.587262
672	0.588793
673	0.582129
674	0.547666
675	0.538390
676	0.554052
677	0.514870
678	0.547479
679	0.554546
680	0.570606
681	0.562462
682	0.520941
684	0.524687
685	0.528320
686	0.528114
687	0.577345
688	0.576311
689	0.577852
690	0.569283
691	0.581466
692	0.583484
693	0.570590
694	0.584185
695	0.584306
696	0.585213
697	0.624419
698	0.615885
699	0.642753
700	0.649658
701	0.660493
702	0.672118
703	0.695482
704	0.692722
705	0.702567
706	0.699417
707	0.694609
708	0.681130
709	0.676649
710	0.673372
711	0.689539
712	0.685838
713	0.689343
714	0.688288
715	0.690329
716	0.699688
717	0.687929
718	0.696068
719	0.702029
720	0.705198
721	0.696673
722	0.725020
723	0.735271
724	0.736746
725	0.728533
726	0.739822
727	0.733958
728	0.746174
729	0.752706
730	0.755160
731	0.754546
732	0.749836
733	0.747149
734	0.761010
735	0.778029
736	0.780653
737	0.778859
738	0.772175
739	0.772785
740	0.778196
741	0.778665
742	0.771572
743	0.769350
744	0.768728
746	0.764587
747	0.763217
748	0.765064
749	0.752649
750	0.740656
751	0.726346
752	0.688526
753	0.682635
754	0.688127
