0	2.726182	54.587863	0.581944	0.949679
1	13.257579	77.295104	0.694388	-0.803227
2	132.009572	18.205659	-0.331149	1.908317
3	101.177440	40.292903	0.958317	-0.289743
4	139.676441	47.381062	-0.518856	-2.116308
5	24.731444	109.922112	-0.808615	-2.512590
6	28.362583	16.269479	-0.231690	1.804610
7	27.417507	38.641244	0.916624	-0.411245
8	2.001487	17.870833	0.997887	0.065021
9	117.433454	77.279640	0.477803	1.072644
10	88.098949	112.504913	-0.869959	2.625915
11	14.655831	114.097956	0.872017	0.511489
12	116.801657	17.878701	0.999885	-0.015171
13	28.780194	85.651763	0.513078	1.032030
14	30.804706	29.441268	-0.270857	1.845079
15	137.958972	30.468721	-0.386333	-1.967449
16	62.763078	107.915059	0.637474	-0.879581
17	7.555640	112.923798	0.155987	-1.414169
18	90.247808	13.580338	-0.630086	2.252460
19	71.340465	32.242953	0.860584	0.534382
20	125.044980	70.039074	0.081905	1.488799
21	139.145719	87.881640	0.194446	-1.375103
22	65.342400	113.387999	-0.264326	1.838301
23	35.978279	75.635456	-0.932065	-2.770868
24	40.953277	77.377911	0.999634	0.027053
25	75.891388	57.635345	-0.168683	1.740290
26	100.377012	98.130849	0.824291	-0.601848
27	98.032557	135.417004	-0.884378	-2.655956
28	77.285263	132.993758	0.361977	1.200408
29	108.194282	27.886481	0.259316	-1.308482
30	97.820850	62.048286	-0.439784	2.026154
31	54.227417	25.141068	-0.167382	-1.738970
32	74.705965	97.042920	-0.869653	2.625296
33	132.536078	127.599590	0.852913	-0.549257
34	59.921565	60.201799	0.726196	-0.758024
35	66.252253	25.227049	0.984963	0.173639
36	55.907368	81.285579	-0.903564	2.698813
37	110.477243	128.307616	-0.024736	1.595535
38	126.900466	119.368907	-0.307883	1.883763
39	10.418034	133.096307	-0.810074	2.515074
40	96.558422	73.012619	0.430007	1.126296
41	41.084912	4.953284	-0.333792	1.911120
42	15.818417	112.226728	-0.890709	-2.669699
43	90.925984	47.041958	-0.672107	2.307846
44	46.819714	63.315668	0.070541	1.500197
45	17.965011	89.337844	-0.854496	2.595377
46	95.847432	34.047393	-0.996584	-3.058912
47	16.338204	95.595685	0.267282	-1.300225
48	126.778212	80.896595	-0.291086	1.866158
49	49.957572	70.447384	0.307450	1.258284
50	5.604815	4.047847	-0.063945	1.634785
51	41.281117	21.655734	0.667342	0.840162
52	58.932186	33.418816	-0.829638	-2.549254
53	35.050642	24.010427	0.987315	-0.159450
54	39.326043	69.275237	-0.703727	-2.351426
55	123.874416	19.432497	-0.965822	-2.879392
56	94.020855	12.333627	-0.922688	2.745791
57	10.694393	43.728320	-0.735910	2.397806
58	65.034229	10.365191	-0.498548	2.092719
59	60.078614	93.365952	-0.258894	1.832674
60	117.281139	122.532064	-0.237486	1.810574
61	56.299504	71.236939	0.864565	0.526512
62	106.262309	107.573200	0.995179	-0.098233
63	19.652690	62.173905	-0.488681	-2.081373
