0.100000	0.000000	0.065928	0.014692	0.585511	0.007263	0.025776	0.004921
0.100000	11.000000	0.011605	0.005989	0.384741	0.003927	0.000246	0.000203
0.100000	22.000000	0.011290	0.005884	0.378220	0.004200	0.000171	0.001560
0.100000	33.000000	0.011559	0.005938	0.380782	0.004177	0.000141	0.001973
0.100000	44.000000	0.011018	0.005811	0.376786	0.004105	0.000113	0.000559
0.100000	56.000000	0.010757	0.005766	0.374744	0.003824	0.000158	0.000545
0.100000	67.000000	0.010879	0.005651	0.373256	0.003841	0.000279	0.000178
0.100000	78.000000	0.010903	0.005585	0.372041	0.003787	0.000271	0.000219
0.100000	89.000000	0.010639	0.005577	0.370941	0.003795	0.000286	0.000282
0.100000	100.000000	0.010549	0.005495	0.370090	0.003763	0.000202	0.000068
0.100000	111.000000	0.010629	0.005476	0.369259	0.003766	0.000177	0.000185
0.100000	122.000000	0.010543	0.005460	0.368602	0.003717	0.000349	0.000241
0.100000	133.000000	0.010601	0.005574	0.367890	0.003658	0.000200	0.000266

0.250000	0.000000	0.146694	0.008885	0.875553	0.003342	0.105466	0.009365
0.250000	11.000000	0.034424	0.017788	0.540280	0.007273	0.002110	0.000635
0.250000	22.000000	0.031348	0.015847	0.510225	0.006520	0.001435	0.000342
0.250000	33.000000	0.032239	0.015781	0.493963	0.006186	0.000752	0.000291
0.250000	44.000000	0.032618	0.015130	0.482889	0.005848	0.001727	0.000214
0.250000	56.000000	0.033317	0.014893	0.474534	0.005723	0.000377	0.000249
0.250000	67.000000	0.034053	0.014276	0.467647	0.005582	0.000934	0.000285
0.250000	78.000000	0.035483	0.014235	0.462291	0.005493	0.000370	0.000261
0.250000	89.000000	0.035349	0.013975	0.457792	0.005344	0.001118	0.000118
0.250000	100.000000	0.035575	0.013901	0.453869	0.005271	0.000811	0.000153
0.250000	111.000000	0.036104	0.013616	0.450303	0.005249	0.000830	0.000275
0.250000	122.000000	0.036462	0.013417	0.447193	0.005170	0.000381	0.000056
0.250000	133.000000	0.037058	0.013282	0.444507	0.005113	0.000492	0.000214

0.400000	0.000000	0.322836	0.012789	0.926129	0.001625	0.324931	0.013591
0.400000	11.000000	0.864158	0.015319	0.912560	0.008208	0.010249	0.005027
0.400000	22.000000	0.700895	0.029041	0.822476	0.012527	0.013205	0.003498
0.400000	33.000000	0.542831	0.041986	0.747082	0.013955	0.008765	0.002139
0.400000	44.000000	0.377788	0.059364	0.689488	0.013244	0.015487	0.000986
0.400000	56.000000	0.282168	0.053488	0.652738	0.012087	0.013305	0.001309
0.400000	67.000000	0.240264	0.048933	0.628982	0.010848	0.005016	0.000459
0.400000	78.000000	0.206670	0.045689	0.611433	0.010442	0.005991	0.000696
0.400000	89.000000	0.190920	0.038521	0.597616	0.009687	0.005456	0.000372
0.400000	100.000000	0.174028	0.035872	0.586623	0.009284	0.002526	0.000627
0.400000	111.000000	0.166552	0.033974	0.577803	0.008806	0.003698	0.000376
0.400000	122.000000	0.161079	0.032502	0.570308	0.008524	0.003873	0.000392
0.400000	133.000000	0.155942	0.030206	0.563918	0.008346	0.003841	0.000256

0.550000	0.000000	0.740323	0.015776	0.953417	0.001797	0.133662	0.008323
0.550000	11.000000	0.944407	0.004440	0.967998	0.001375	0.017710	0.003403
0.550000	22.000000	0.940999	0.005039	0.961733	0.002322	0.003171	0.001348
0.550000	33.000000	0.806636	0.016435	0.945179	0.003673	0.267224	0.014603
0.550000	44.000000	0.841227	0.013274	0.929527	0.005706	0.135451	0.010211
0.550000	56.000000	0.876400	0.011196	0.917832	0.007055	0.004544	0.002944
0.550000	67.000000	0.850505	0.013372	0.900780	0.008553	0.005847	0.003541
0.550000	78.000000	0.827492	0.014853	0.883646	0.009338	0.005995	0.002733
0.550000	89.000000	0.800094	0.016421	0.866301	0.010272	0.003744	0.002395
0.550000	100.000000	0.773942	0.017904	0.848621	0.010860	0.002732	0.001316
0.550000	111.000000	0.750600	0.018399	0.833054	0.010680	0.002145	0.001806
0.550000	122.000000	0.728158	0.019211	0.816946	0.011088	0.005696	0.002657
0.550000	133.000000	0.700591	0.022275	0.803139	0.012063	0.004942	0.001470

0.700000	0.000000	0.595458	0.018141	0.954433	0.001679	0.224574	0.013127
0.700000	11.000000	0.732768	0.007779	0.963398	0.000725	0.215749	0.013998
0.700000	22.000000	0.966205	0.001702	0.978234	0.000683	0.002860	0.001069
0.700000	33.000000	0.960654	0.004088	0.975056	0.001348	0.004153	0.001363
0.700000	44.000000	0.957097	0.003005	0.972203	0.001303	0.002803	0.001377
0.700000	56.000000	0.949918	0.004960	0.968895	0.001858	0.009792	0.002643
0.700000	67.000000	0.947016	0.004961	0.966068	0.002292	0.003004	0.001515
0.700000	78.000000	0.940300	0.006202	0.962180	0.002878	0.002243	0.001197
0.700000	89.000000	0.936873	0.006420	0.959128	0.003225	0.001013	0.000787
0.700000	100.000000	0.927995	0.007187	0.952846	0.004228	0.004527	0.003455
0.700000	111.000000	0.926682	0.006921	0.951483	0.004087	0.003441	0.002224
0.700000	122.000000	0.923053	0.006131	0.949452	0.003417	0.006297	0.004187
0.700000	133.000000	0.916459	0.008424	0.944585	0.005195	0.003149	0.001774

0.850000	0.000000	0.368148	0.007429	0.945634	0.000541	0.195510	0.008605
0.850000	11.000000	0.919917	0.006959	0.979873	0.001123	0.095967	0.008425
0.850000	22.000000	0.881180	0.003654	0.976218	0.000536	0.188604	0.015220
0.850000	33.000000	0.885786	0.002433	0.978394	0.000642	0.195111	0.010267
0.850000	44.000000	0.817786	0.006766	0.974141	0.000795	0.333641	0.013840
0.850000	56.000000	0.836013	0.006367	0.973815	0.001409	0.291547	0.013101
0.850000	67.000000	0.963829	0.005942	0.978465	0.001795	0.003695	0.000909
0.850000	78.000000	0.956271	0.005330	0.975852	0.001496	0.012292	0.003037
0.850000	89.000000	0.958152	0.005516	0.975522	0.001767	0.011668	0.003167
0.850000	100.000000	0.876736	0.006534	0.969447	0.001657	0.186610	0.012864
0.850000	111.000000	0.956170	0.006217	0.973066	0.002579	0.001717	0.000588
0.850000	122.000000	0.956729	0.005399	0.972665	0.002374	0.004001	0.001889
0.850000	133.000000	0.954164	0.005584	0.971183	0.002399	0.002738	0.001156

1.000000	0.000000	0.336095	0.002925	0.951497	0.000518	0.290387	0.017534
1.000000	11.000000	0.742844	0.003920	0.973318	0.000532	0.287613	0.014154
1.000000	22.000000	0.921196	0.003517	0.980424	0.000436	0.082047	0.008517
1.000000	33.000000	0.775428	0.005626	0.974050	0.000439	0.310456	0.016028
1.000000	44.000000	0.955411	0.002628	0.983947	0.000474	0.054930	0.006996
1.000000	56.000000	0.967942	0.001634	0.984163	0.000491	0.021976	0.003878
1.000000	67.000000	0.847665	0.006431	0.977165	0.000815	0.264618	0.013763
1.000000	78.000000	0.870035	0.008916	0.973512	0.001089	0.164525	0.012233
1.000000	89.000000	0.942134	0.004333	0.980324	0.000770	0.070908	0.006879
1.000000	100.000000	0.970991	0.003312	0.982438	0.001105	0.003697	0.001072
1.000000	111.000000	0.964334	0.003750	0.980336	0.000964	0.011757	0.003039
1.000000	122.000000	0.963491	0.003302	0.980350	0.000981	0.017577	0.003515
1.000000	133.000000	0.956267	0.006262	0.978364	0.001451	0.019600	0.004449

1.150000	0.000000	0.600272	0.001539	0.958499	0.000350	0.192655	0.015015
1.150000	11.000000	0.706306	0.008316	0.968142	0.000389	0.221670	0.016325
1.150000	22.000000	0.816356	0.004413	0.978016	0.000385	0.239896	0.017200
1.150000	33.000000	0.964591	0.001533	0.985346	0.000551	0.024369	0.004613
1.150000	44.000000	0.674450	0.006910	0.969416	0.000581	0.337619	0.019209
1.150000	56.000000	0.920579	0.002661	0.983297	0.000378	0.135505	0.011480
1.150000	67.000000	0.877696	0.005166	0.977929	0.000510	0.110406	0.008901
1.150000	78.000000	0.935208	0.003970	0.983140	0.000438	0.102469	0.010729
1.150000	89.000000	0.889064	0.015469	0.980345	0.001979	0.185245	0.012646
1.150000	100.000000	0.951645	0.002918	0.983097	0.000565	0.058534	0.006436
1.150000	111.000000	0.878298	0.007842	0.979554	0.000659	0.219765	0.014523
1.150000	122.000000	0.968725	0.002989	0.984066	0.000682	0.017694	0.003575
1.150000	133.000000	0.953240	0.003896	0.981098	0.000777	0.032579	0.005639

1.300000	0.000000	0.455908	0.002824	0.950422	0.000347	0.244268	0.018668
1.300000	11.000000	0.887432	0.001018	0.984797	0.000205	0.220385	0.014291
1.300000	22.000000	0.879013	0.001871	0.981686	0.000221	0.149184	0.008943
1.300000	33.000000	0.722391	0.007167	0.969745	0.000400	0.271719	0.016141
1.300000	44.000000	0.817028	0.004593	0.976141	0.000327	0.300560	0.018931
1.300000	56.000000	0.923597	0.002969	0.982560	0.000481	0.081239	0.009319
1.300000	67.000000	0.592072	0.021418	0.965725	0.000641	0.288044	0.016025
1.300000	78.000000	0.937753	0.001932	0.983776	0.000322	0.063919	0.007131
1.300000	89.000000	0.919671	0.001954	0.984693	0.000378	0.142696	0.010760
1.300000	100.000000	0.973772	0.001623	0.986403	0.000336	0.009864	0.002975
1.300000	111.000000	0.713579	0.004513	0.972955	0.000454	0.330047	0.017005
1.300000	122.000000	0.910247	0.002992	0.979902	0.000446	0.082115	0.009057
1.300000	133.000000	0.967937	0.001448	0.986684	0.000428	0.033662	0.005788
