0.020000	0.000000	0.017713	0.008645	0.001099
0.020000	11.000000	0.021225	0.011163	0.001523
0.020000	22.000000	0.022148	0.011163	0.001919
0.020000	33.000000	0.023255	0.011922	0.001735
0.020000	44.000000	0.027166	0.013913	0.001291
0.020000	56.000000	0.028342	0.014812	0.002946
0.020000	67.000000	0.032812	0.016294	0.004151
0.020000	78.000000	0.036926	0.018472	0.002283
0.020000	89.000000	0.040019	0.019228	0.004122
0.020000	100.000000	0.044409	0.020777	0.003765
0.020000	111.000000	0.049369	0.026089	0.006795
0.020000	122.000000	0.063773	0.030042	0.011306
0.020000	133.000000	0.104617	0.053338	0.020629

0.050000	0.000000	0.016699	0.009048	0.000781
0.050000	11.000000	0.025920	0.013536	0.002082
0.050000	22.000000	0.031665	0.017136	0.001513
0.050000	33.000000	0.045453	0.022961	0.004274
0.050000	44.000000	0.148603	0.059515	0.059612
0.050000	56.000000	0.569979	0.026617	0.007219
0.050000	67.000000	0.654680	0.018829	0.012421
0.050000	78.000000	0.699316	0.016353	0.008196
0.050000	89.000000	0.739483	0.013945	0.005166
0.050000	100.000000	0.767045	0.012444	0.004019
0.050000	111.000000	0.789133	0.010061	0.004422
0.050000	122.000000	0.803928	0.009234	0.002809
0.050000	133.000000	0.817432	0.008283	0.002554

0.100000	0.000000	0.017076	0.009248	0.001769
0.100000	11.000000	0.046382	0.022665	0.003492
0.100000	22.000000	0.320640	0.062912	0.052257
0.100000	33.000000	0.723133	0.017289	0.003718
0.100000	44.000000	0.800721	0.012832	0.004260
0.100000	56.000000	0.841168	0.008708	0.001276
0.100000	67.000000	0.864182	0.007816	0.001279
0.100000	78.000000	0.880271	0.006302	0.000864
0.100000	89.000000	0.890676	0.005913	0.000517
0.100000	100.000000	0.899849	0.005488	0.000813
0.100000	111.000000	0.905866	0.005072	0.000927
0.100000	122.000000	0.911768	0.004766	0.001435
0.100000	133.000000	0.917807	0.004025	0.000479

0.150000	0.000000	0.016962	0.008566	0.000627
0.150000	11.000000	0.448041	0.053802	0.083334
0.150000	22.000000	0.846854	0.011849	0.005322
0.150000	33.000000	0.887910	0.008223	0.002439
0.150000	44.000000	0.909343	0.005679	0.001972
0.150000	56.000000	0.920076	0.005326	0.001100
0.150000	67.000000	0.926858	0.004813	0.001620
0.150000	78.000000	0.933486	0.004516	0.001488
0.150000	89.000000	0.938013	0.004381	0.001512
0.150000	100.000000	0.942605	0.003331	0.001193
0.150000	111.000000	0.944560	0.003678	0.001737
0.150000	122.000000	0.948708	0.002745	0.001108
0.150000	133.000000	0.950342	0.003057	0.001797

0.200000	0.000000	0.016731	0.008745	0.001073
0.200000	11.000000	0.856218	0.011610	0.003925
0.200000	22.000000	0.915772	0.007503	0.003605
0.200000	33.000000	0.934951	0.004138	0.002378
0.200000	44.000000	0.944016	0.003846	0.001752
0.200000	56.000000	0.951179	0.002790	0.000551
0.200000	67.000000	0.953819	0.003777	0.000892
0.200000	78.000000	0.958398	0.002773	0.000631
0.200000	89.000000	0.960537	0.002710	0.000792
0.200000	100.000000	0.961406	0.003497	0.000784
0.200000	111.000000	0.963949	0.002535	0.000564
0.200000	122.000000	0.966252	0.001993	0.000818
0.200000	133.000000	0.966979	0.002289	0.000482

0.250000	0.000000	0.016155	0.008504	0.000690
0.250000	11.000000	0.905386	0.005693	0.003127
0.250000	22.000000	0.941276	0.003661	0.000936
0.250000	33.000000	0.954700	0.002540	0.000624
0.250000	44.000000	0.960860	0.002445	0.001073
0.250000	56.000000	0.964944	0.002268	0.000618
0.250000	67.000000	0.968008	0.001932	0.000262
0.250000	78.000000	0.970387	0.001796	0.000441
0.250000	89.000000	0.972115	0.001841	0.000496
0.250000	100.000000	0.973482	0.001768	0.000525
0.250000	111.000000	0.974714	0.001596	0.000372
0.250000	122.000000	0.975875	0.001460	0.000367
0.250000	133.000000	0.976865	0.001360	0.000429

0.400000	0.000000	0.016100	0.008586	0.000385
