0.02, 127.5, 0.104617
0.05, 50.0, 0.148603
0.1, 27.5, 0.32064
0.15, 5.5, 0.016962
0.25, 5.5, 0.016155
0.4, 5.5, 0.0161
1.0, 5.5, 0.016029
