0.990832	0.990832	0.430233
0.990832	2.972495	0.660465
0.990832	4.954159	0.746512
0.990832	6.935823	0.804651
0.990832	8.917486	0.841860
0.990832	10.899150	0.813953
0.990832	12.880814	0.751163
0.990832	14.862477	0.613953
0.990832	16.844141	0.518605
0.990832	18.825805	0.179070
0.990832	20.807468	0.011628
0.990832	22.789132	0.006977
0.990832	24.770796	0.160465
0.990832	26.752459	0.427907
0.990832	28.734123	0.648837
0.990832	30.715787	0.713953
0.990832	32.697450	0.760465
0.990832	34.679114	0.744186
0.990832	36.660778	0.711628
0.990832	38.642441	0.546512
0.990832	40.624105	0.274419
0.990832	42.605769	0.037209
0.990832	44.587432	0.000000
0.990832	46.569096	0.004651
0.990832	48.550760	0.004651
0.990832	50.532423	0.002326
0.990832	52.514087	0.002326
0.990832	54.495751	0.004651
0.990832	56.477414	0.002326
0.990832	58.459078	0.002326
0.990832	60.440742	0.011628
0.990832	62.422405	0.139535

2.972495	0.990832	0.416279
2.972495	2.972495	0.609302
2.972495	4.954159	0.746512
2.972495	6.935823	0.851163
2.972495	8.917486	0.841860
2.972495	10.899150	0.886047
2.972495	12.880814	0.779070
2.972495	14.862477	0.730233
2.972495	16.844141	0.541860
2.972495	18.825805	0.258140
2.972495	20.807468	0.020930
2.972495	22.789132	0.013953
2.972495	24.770796	0.225581
2.972495	26.752459	0.476744
2.972495	28.734123	0.669767
2.972495	30.715787	0.816279
2.972495	32.697450	0.832558
2.972495	34.679114	0.858140
2.972495	36.660778	0.720930
2.972495	38.642441	0.541860
2.972495	40.624105	0.300000
2.972495	42.605769	0.037209
2.972495	44.587432	0.018605
2.972495	46.569096	0.006977
2.972495	48.550760	0.006977
2.972495	50.532423	0.002326
2.972495	52.514087	0.002326
2.972495	54.495751	0.002326
2.972495	56.477414	0.004651
2.972495	58.459078	0.004651
2.972495	60.440742	0.004651
2.972495	62.422405	0.086047

4.954159	0.990832	0.300000
4.954159	2.972495	0.523256
4.954159	4.954159	0.627907
4.954159	6.935823	0.760465
4.954159	8.917486	0.874419
4.954159	10.899150	0.883721
4.954159	12.880814	0.816279
4.954159	14.862477	0.706977
4.954159	16.844141	0.546512
4.954159	18.825805	0.302326
4.954159	20.807468	0.016279
4.954159	22.789132	0.013953
4.954159	24.770796	0.241860
4.954159	26.752459	0.555814
4.954159	28.734123	0.718605
4.954159	30.715787	0.827907
4.954159	32.697450	0.881395
4.954159	34.679114	0.813953
4.954159	36.660778	0.730233
4.954159	38.642441	0.586047
4.954159	40.624105	0.346512
4.954159	42.605769	0.039535
4.954159	44.587432	0.023256
4.954159	46.569096	0.058140
4.954159	48.550760	0.002326
4.954159	50.532423	0.000000
4.954159	52.514087	0.006977
4.954159	54.495751	0.013953
4.954159	56.477414	0.006977
4.954159	58.459078	0.002326
4.954159	60.440742	0.006977
4.954159	62.422405	0.079070

6.935823	0.990832	0.130233
6.935823	2.972495	0.360465
6.935823	4.954159	0.558140
6.935823	6.935823	0.683721
6.935823	8.917486	0.793023
6.935823	10.899150	0.786047
6.935823	12.880814	0.748837
6.935823	14.862477	0.651163
6.935823	16.844141	0.483721
6.935823	18.825805	0.220930
6.935823	20.807468	0.002326
6.935823	22.789132	0.018605
6.935823	24.770796	0.288372
6.935823	26.752459	0.576744
6.935823	28.734123	0.718605
6.935823	30.715787	0.820930
6.935823	32.697450	0.855814
6.935823	34.679114	0.827907
6.935823	36.660778	0.660465
6.935823	38.642441	0.574419
6.935823	40.624105	0.274419
6.935823	42.605769	0.027907
6.935823	44.587432	0.011628
6.935823	46.569096	0.039535
6.935823	48.550760	0.076744
6.935823	50.532423	0.120930
6.935823	52.514087	0.100000
6.935823	54.495751	0.074419
6.935823	56.477414	0.018605
6.935823	58.459078	0.004651
6.935823	60.440742	0.006977
6.935823	62.422405	0.025581

8.917486	0.990832	0.027907
8.917486	2.972495	0.158140
8.917486	4.954159	0.406977
8.917486	6.935823	0.632558
8.917486	8.917486	0.676744
8.917486	10.899150	0.702326
8.917486	12.880814	0.665116
8.917486	14.862477	0.527907
8.917486	16.844141	0.372093
8.917486	18.825805	0.088372
8.917486	20.807468	0.004651
8.917486	22.789132	0.002326
8.917486	24.770796	0.220930
8.917486	26.752459	0.504651
8.917486	28.734123	0.637209
