0 0.016029 0.008388
11 0.959443 0.001194
22 0.979623 0.000595
33 0.986021 0.000427
44 0.989202 0.000362
56 0.991139 0.000291
67 0.992412 0.000253
78 0.993305 0.000229
89 0.993942 0.000245
100 0.994442 0.00026
111 0.994919 0.000209
122 0.995262 0.000208
133 0.995491 0.000241

