0 0.017076 0.009248
11 0.046382 0.022665
22 0.32064 0.062912
33 0.723133 0.017289
44 0.800721 0.012832
56 0.841168 0.008708
67 0.864182 0.007816
78 0.880271 0.006302
89 0.890676 0.005913
100 0.899849 0.005488
111 0.905866 0.005072
122 0.911768 0.004766
133 0.917807 0.004025

