0 0.016699 0.009048
11 0.02592 0.013536
22 0.031665 0.017136
33 0.045453 0.022961
44 0.148603 0.059515
56 0.569979 0.026617
67 0.65468 0.018829
78 0.699316 0.016353
89 0.739483 0.013945
100 0.767045 0.012444
111 0.789133 0.010061
122 0.803928 0.009234
133 0.817432 0.008283

