0 0.017713 0.008645
11 0.021225 0.011163
22 0.022148 0.011163
33 0.023255 0.011922
44 0.027166 0.013913
56 0.028342 0.014812
67 0.032812 0.016294
78 0.036926 0.018472
89 0.040019 0.019228
100 0.044409 0.020777
111 0.049369 0.026089
122 0.063773 0.030042
133 0.104617 0.053338

