0 0.016962 0.008566
11 0.448041 0.053802
22 0.846854 0.011849
33 0.88791 0.008223
44 0.909343 0.005679
56 0.920076 0.005326
67 0.926858 0.004813
78 0.933486 0.004516
89 0.938013 0.004381
100 0.942605 0.003331
111 0.94456 0.003678
122 0.948708 0.002745
133 0.950342 0.003057

