0 0.016155 0.008504
11 0.905386 0.005693
22 0.941276 0.003661
33 0.9547 0.00254
44 0.96086 0.002445
56 0.964944 0.002268
67 0.968008 0.001932
78 0.970387 0.001796
89 0.972115 0.001841
100 0.973482 0.001768
111 0.974714 0.001596
122 0.975875 0.00146
133 0.976865 0.00136

