0 0.0161 0.008586
11 0.946124 0.001937
22 0.967155 0.001334
33 0.97424 0.001321
44 0.978504 0.000989
56 0.981152 0.000913
67 0.982926 0.000858
78 0.984361 0.000772
89 0.985341 0.000769
100 0.986215 0.000724
111 0.9869 0.000707
122 0.987482 0.000684
133 0.988184 0.000571

